2708710 "The Curse of the Egyptian Pyramid ""Remaster Edition""", $0.00 | Metacritic: 0 | Released: 12/3/2023 0:00 | 16 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2717690 Roll Over Princess, $13.99 | Metacritic: 0 | Released: 2/13/2024 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2691700 28 Babes Later, $14.99 | Metacritic: 0 | Released: 12/21/2023 0:00 | 6 achievements | Reviews: 32 (26 +, 6 -), Score: 7
2696420 Chronocide, $14.99 | Metacritic: 0 | Released: 7/12/2024 0:00 | 75 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2697430 Dexterous: Time to Steal, $14.99 | Metacritic: 0 | Released: 10/22/2024 0:00 | 0 achievements | Reviews: 6 (6 +, 0 -), Score: 0
2699690 Harmonia Full HD Edition, $14.99 | Metacritic: 0 | Released: 4/24/2024 0:00 | 13 achievements | Reviews: 5 (5 +, 0 -), Score: 0
2706390 Intergalactic Ecstasy, $14.99 | Metacritic: 0 | Released: 1/26/2024 0:00 | 27 achievements | Reviews: 28 (25 +, 3 -), Score: 7
2699610 My oshi vtuber jumped through the screen and now we're living together: Chill and vibey beast girl game streamer, $14.99 | Metacritic: 0 | Released: 12/28/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2699600 My oshi vtuber jumped through the screen and now we're living together: I want to make a contract with the lady vampire, $14.99 | Metacritic: 0 | Released: 12/28/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2699620 My oshi vtuber jumped through the screen and now we're living together: Slightly psycho succubus ASMR streamer, $14.99 | Metacritic: 0 | Released: 12/28/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2703060 Rebellion Against Rebellion, $14.99 | Metacritic: 0 | Released: 6/19/2024 0:00 | 66 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2712480 Shikhondo: Youkai Rampage, $14.99 | Metacritic: 0 | Released: 4/17/2024 0:00 | 20 achievements | Reviews: 9 (8 +, 1 -), Score: 0
2695040 The girl I like lost her virginity in the sex club NTR with me!?, $14.99 | Metacritic: 0 | Released: 1/4/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2718210 The Skirmish, $14.99 | Metacritic: 0 | Released: 1/5/2024 0:00 | 0 achievements | Reviews: 2 (0 +, 2 -), Score: 0
2695030 TutoringNTR!? Having sex with the neighbor's total affirmation sister…!, $14.99 | Metacritic: 0 | Released: 1/4/2024 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2690180 XiJiang Shipyard, $14.99 | Metacritic: 0 | Released: 1/1/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2699520 ソニアの大冒険 -3つの秘宝の隠されたナゾ！-, $14.99 | Metacritic: 0 | Released: 1/8/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2695130 Escape Team, $15.99 | Metacritic: 0 | Released: 9/30/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2689120 Gladio Mori, $15.99 | Metacritic: 0 | Released: 11/26/2024 0:00 | 0 achievements | Reviews: 142 (129 +, 13 -), Score: 8
2692860 Tickle Magnet, $15.99 | Metacritic: 0 | Released: 3/14/2024 0:00 | 0 achievements | Reviews: 6 (5 +, 1 -), Score: 0
2688210 Ukraine War 2022, $15.99 | Metacritic: 0 | Released: 2/28/2024 0:00 | 0 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2708740 アキゾラのメモリーズ─運命の地平線─, $15.99 | Metacritic: 0 | Released: 2/22/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2710010 Stigma-ARIA, $16.99 | Metacritic: 0 | Released: 9/6/2024 0:00 | 20 achievements | Reviews: 19 (14 +, 5 -), Score: 6
2715530 SysOps Saga, $16.99 | Metacritic: 0 | Released: 9/25/2024 0:00 | 9 achievements | Reviews: 4 (2 +, 2 -), Score: 0
2716820 The Cursed Tower of Lust, $16.99 | Metacritic: 0 | Released: 2/9/2024 0:00 | 15 achievements | Reviews: 8 (2 +, 6 -), Score: 0
2710480 The Wife Next Door, $16.99 | Metacritic: 0 | Released: 11/27/2024 0:00 | 0 achievements | Reviews: 27 (22 +, 5 -), Score: 7
2693530 Witching Stone, $17.99 | Metacritic: 0 | Released: 9/16/2024 0:00 | 12 achievements | Reviews: 70 (67 +, 3 -), Score: 8
2704940 Total blade, $18.99 | Metacritic: 0 | Released: 12/11/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2715910 Astro Hunters VR, $19.99 | Metacritic: 0 | Released: 8/8/2024 0:00 | 0 achievements | Reviews: 33 (20 +, 13 -), Score: 5
2716940 Battle Sister Leah, $19.99 | Metacritic: 0 | Released: 10/4/2024 0:00 | 0 achievements | Reviews: 17 (15 +, 2 -), Score: 7
2700030 Fighting Magical Girls RPG Women Defense, $19.99 | Metacritic: 0 | Released: 2/20/2024 0:00 | 0 achievements | Reviews: 8 (3 +, 5 -), Score: 0
2717850 Forklift Simulator, $19.99 | Metacritic: 0 | Released: 8/29/2024 0:00 | 43 achievements | Reviews: 14 (10 +, 4 -), Score: 6
2707990 Grudge, $19.99 | Metacritic: 0 | Released: 1/9/2024 0:00 | 0 achievements | Reviews: 10 (8 +, 2 -), Score: 7
2697470 PO'ed: Definitive Edition, $19.99 | Metacritic: 0 | Released: 5/16/2024 0:00 | 15 achievements | Reviews: 62 (49 +, 13 -), Score: 6
2687940 Slot Shots Pinball Ultimate Edition, $19.99 | Metacritic: 0 | Released: 2/6/2024 0:00 | 60 achievements | Reviews: 12 (10 +, 2 -), Score: 7
2717880 The Rogue Prince of Persia, $19.99 | Metacritic: 0 | Released: 5/27/2024 0:00 | 49 achievements | Reviews: 567 (490 +, 77 -), Score: 8
2690900 Time Machine Bronzeville, $19.99 | Metacritic: 0 | Released: 1/29/2024 0:00 | 9 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2688390 今、私たちの学校は..., $19.99 | Metacritic: 0 | Released: 11/29/2023 0:00 | 12 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2697710 Flappy Box, $24.99 | Metacritic: 0 | Released: 2/28/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2705890 Goodboy Galaxy, $24.99 | Metacritic: 0 | Released: 10/25/2024 0:00 | 98 achievements | Reviews: 25 (25 +, 0 -), Score: 7
2705330 Phantom Vortex VR, $24.99 | Metacritic: 0 | Released: 12/19/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2698450 Taskmaster VR, $24.99 | Metacritic: 0 | Released: 6/19/2024 0:00 | 20 achievements | Reviews: 40 (19 +, 21 -), Score: 5
2712550 The Shell Part II: Purgatorio, $24.99 | Metacritic: 0 | Released: 4/18/2024 0:00 | 0 achievements | Reviews: 45 (45 +, 0 -), Score: 7
2715740 Tutor X Hypnosis, $24.99 | Metacritic: 0 | Released: 4/25/2024 0:00 | 9 achievements | Reviews: 3 (2 +, 1 -), Score: 0
2696050 Yarimono, $24.99 | Metacritic: 0 | Released: 8/30/2024 0:00 | 15 achievements | Reviews: 197 (185 +, 12 -), Score: 8
2695490 Age of Water, $29.99 | Metacritic: 0 | Released: 4/25/2024 0:00 | 12 achievements | Reviews: 851 (684 +, 167 -), Score: 8
2692360 Oops I Said Yes?!, $29.99 | Metacritic: 0 | Released: 1/24/2024 0:00 | 0 achievements | Reviews: 5 (5 +, 0 -), Score: 0
2689770 Robot Dragon Eagle, $29.99 | Metacritic: 0 | Released: 8/15/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2699820 Shin chan: Shiro and the Coal Town, $29.99 | Metacritic: 0 | Released: 10/23/2024 0:00 | 44 achievements | Reviews: 38 (35 +, 3 -), Score: 7
2710560 Umbra: The Last Summoner, $29.99 | Metacritic: 0 | Released: 9/27/2024 0:00 | 10 achievements | Reviews: 27 (26 +, 1 -), Score: 7
2696730 virtual dream, $29.99 | Metacritic: 0 | Released: 8/22/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2694970 A Tale of Hard Nipples ~The secret to this town's confectionery's delicious sweets is rich fresh milk~, $39.99 | Metacritic: 0 | Released: 1/19/2024 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2694860 Professional Married Woman Cuckolder, $49.99 | Metacritic: 0 | Released: 2/2/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2694510 AMAERO : Gentle Guidance For A Virgin Boy, $59.99 | Metacritic: 0 | Released: 2/9/2024 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2694750 Married Woman Hypnosis Counseling, $59.99 | Metacritic: 0 | Released: 1/26/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2707140 Fritz 19 SE, $69.99 | Metacritic: 0 | Released: 12/28/2023 0:00 | 96 achievements | Reviews: 10 (8 +, 2 -), Score: 7
2703250 3D PUZZLE - Breaking Bed, $199.99 | Metacritic: 0 | Released: 12/26/2023 0:00 | 6 achievements | Reviews: 10 (8 +, 2 -), Score: 7
2703260 3D PUZZLE - Post-Apocalyptic 3, $199.99 | Metacritic: 0 | Released: 12/26/2023 0:00 | 6 achievements | Reviews: 8 (8 +, 0 -), Score: 0
2703210 3D PUZZLE - Wild West, $199.99 | Metacritic: 0 | Released: 12/8/2023 0:00 | 6 achievements | Reviews: 9 (9 +, 0 -), Score: 0
2703220 3D PUZZLE - World War II, $199.99 | Metacritic: 0 | Released: 12/8/2023 0:00 | 6 achievements | Reviews: 9 (9 +, 0 -), Score: 0
2703280 Climb Challenge - Find Items Cyberpunk, $199.99 | Metacritic: 0 | Released: 1/3/2024 0:00 | 6 achievements | Reviews: 8 (8 +, 0 -), Score: 0
2703270 GTH 3033 - Grand Theft Hunter 3033, $199.99 | Metacritic: 0 | Released: 1/3/2024 0:00 | 6 achievements | Reviews: 9 (7 +, 2 -), Score: 0
2703200 Hidden Western Top-Down 3D, $199.99 | Metacritic: 0 | Released: 12/7/2023 0:00 | 6 achievements | Reviews: 9 (8 +, 1 -), Score: 0
2692760 ReHarmony, $199.99 | Metacritic: 0 | Released: 12/4/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2700050 Scream or Die, $199.99 | Metacritic: 0 | Released: 12/4/2023 0:00 | 6 achievements | Reviews: 10 (8 +, 2 -), Score: 7
2703240 Scream or Die - Virtual Circus, $199.99 | Metacritic: 0 | Released: 12/26/2023 0:00 | 6 achievements | Reviews: 19 (16 +, 3 -), Score: 7
